,annot,count
78050,SHOULDERS TWTICHING,1
78067,GOOD EFFORT X 3 MIN HV,1
78069,PT SELF ALERTS AT TIMES,1
78088,ONYL WITH ALERTING?,1
78079,LOOKS LIKE SLEEP POTS,1
78087,PERIOD COMPLEXES BACK? ,1
78086,MOVING HEAD AROUND AGAIN,1
78085,RT MOVING PT AROUND,1
78084,RT FIXING VENT,1
78083,RT TOUCHING TUBES,1
78082,SIRPIDS?,1
78080,SUPPRESSES A BIT,1
78078,SEI-COMA,1
78070,GOOD SLEEP FEATURES,1
78077,ALSO HAD HALDOL,1
78076,PT WAS GIVEN FENTANYL AGAINST TECH'S ADV,1
78075,MODIFIED BURST SUPP? WITH SPINDLE/POST L,1
78074,OFFER PT T TURN O SIDE,1
78073,SPKE,1
78072,WPIKE,1
78071,WILL DO PHOTIC ,1
78131,DAD MOVING PT'S ARMS,1
78133,ASKIGN PT TO TURN ONTO BACK,1
78047,BRIEF BODY TREMORS/TWITCHING,1
78134,TRYING TO TURN PT OVER,1
78192,RT P-T THETRA,1
78191,MOVING PT SLIGHTLY,1
78190,ADJUSTING PT GOWN,1
78189,PUTTING BANDAID ON PT,1
78188,TAKING BLOOK,1
78187,TAKING MORE BLOOD,1
78186,MOVING PT ARM,1
78185,SEN SAT 5,1
78184,SOME MOVEMENT FROM NURSE AT B EDSIDE,1
78183,NURSE TO TAKE BLOOD,1
78182,NURSE TO DRAW BLOOD,1
78181,SOME MUSCLE ACTVIVTY,1
78180,NO MOVEMEMTN OF ANY KIND,1
78179,NOWITHDRAWAL X4 NO EEG CHANGE,1
78178,LEF T HAND,1
78177,PAINFUL STIM STARTING RIGHT HAND,1
78176,clenches fists and Mu disapears,1
78193,TO RELAX MOUTH,1
78194,PT SQUIRMING AND MOVING HEAD ,1
78195,ABORT HV ,1
78205,SLOWIONG DOWN,1
78214,?FP1,1
78212,?FP2 ,1
78211,F4 F8?,1
78209,REPOSTIONNG CAMERA,1
78208,"?FP1, 2?",1
78207,?FP2,1
78206,"SAYS SHE CAN SLEEP ON HER BACK, ON NECK ",1
78204,ENCOURAGIN GEFFORT,1
78196,MUSCLE IS BACK,1
78203,ENCOURAGING TO CONTINUE,1
78202,TEXCH EXPLAINING HV,1
78201,ASK PT TO KEEP EYES OPEN FOR A FEW SECON,1
78200,PTS EYES ARE CLOSING,1
78199,DROWSY/LIGHT SLEEP  EC  HEAD MIDL INE EE,1
78198,TELL PT SHE CAN CLOSE LIPS,1
78197,GET PT TO CLOSE MOUT SLIGHTLY,1
78175,PT ASKED TO ROLL ONTO BACK,1
78174,BACK TO SLEE[,1
78173,HEAD LT  IN FETAL POSITION  EEG SENS 16,1
78144,PT ASKED FOR ANOTHER BLANKET,1
78151,"60 HZ NOTCH ON ECK, EOGS",1
78150,RELAX JAW AND NOT CLENCH TEETH,1
78149,ASK PT TO REST OR SLEEP,1
78148,HV STOPPED HERE,1
78147,TECH CLAPPING TO KEEP AWAKE,1
78146,ASK TO INCREASE PACE,1
78145,TECH PUTTING ON SECOND BLANKET,1
78143,PS ARTOFACT LT TEMP,1
78153,PT OK SUPINE,1
78142,WILL PUT FILTERS ON,1
78141,ASK RELAXED AS HE GETS,1
78139,WILL TRY TO GET HIM TO RELAX,1
78138,impedances are good,1
78137,PT WHINDING,1
78136,DAD HOLDING PT'S CHIN,1
78135,TRYING TO MOVE PT ONTO BACK,1
78152,TECH ASKED PT IF SHE IS OK,1
78154,LETTING PT SLEEP,1
78172,HICCUP SOUND,1
78164,"HEAD RIGHT,",1
78171,PT CURLS UP INTO FETAL POSITION,1
78170,LEGS KICK,1
78169,GRINDING TEETH HEARD,1
78168,GRINDING TEETH ,1
78167,HEAD LT  EEG SESN 7,1
78166,PT VERY FIGIDITY,1
78165,ASK PT NAME OF DOCTOR,1
78163,SLOW LAT EYE MOVTS,1
78155,LOWERING LEGS,1
78162,COVERED HEAD,1
78161,COFFEE WITHDRAWAL??,1
78160,TECH ASKS PT IF WANTS TO TURN ONTO BACK,1
78159,TECH ASKS ASK PT IF COMFORTABLE,1
78158,SLOW EYE MOVTS,1
78157,ASK PT T KEEP HEAD STILL,1
78156,MOVING ONTO RIGHT SIDE,1
78049,SMALLL HEAD MOVTS,1
78045,BODY TREMORS/TWITCHING,1
78563,PT SAYSTHEY ARE OPEN BUT EYES ARE STILL ,1
77953,PT DAUGHTER WANTS TO ENTER ROOM,1
77929,R FRONTAL S+W,1
77927,TOUCHING FOREHEAD AND EYE ELECTRODES,1
77924,MOTHER TELLING HIM STORY,1
77923,D B+,1
77922,PROBABLY A2,1
77921,AGGITATED BY EL,1
77920,OCC SNIFFLES,1
77919,MUM BEDSIDE,1
77918,LYIG ON R SIDE,1
77917,OCCASSIONAL POPS ,1
77916,LOTS FO MVMNT,1
77915,MUM TALKING TO PT,1
77914,PT REFUSES TO NAP,1
77913,RUBBING HANDS ,1
77912,ENORUAGE,1
77911,MUM ENCORUAGING,1
77910,LTOS OF MVMT,1
77930,?FRONTAL S+W,1
77931,?FZ SPIKE,1
77932,SCRATCHING HANDS,1
77943,CLENCHES FOREHEAD,1
77951,PT FEELS SHOCKING SENSATION ON FOREHEAD,1
77950,PT SAYS HAS PINS AND NEEDLES,1
77949,LIPS MOVE,1
77948,FP ARTIFACT,1
77947,FOREHEAD MVT,1
77946,PATIENT TRYING HV,1
77945,FREQUENT EYE MOVEMENT CONTINUES,1
77942,FP2 AT 10,1
77933,SCRATCHING PALMS OF HIS HANDS,1
77941,PT WOKE AND WAS STARTLED,1
77940,WILL PRESS ON ELECTRRODES,1
77939,PT COVERS HIS EYES,1
77938,PHOTIC STOPPED - CABLE LOOSE,1
77937,S+W AT FZ,1
77935,FRONTAL S+W?,1
77934,PT IS SCRATCHING THE PALMS OF HIS HANDS,1
77909,AWAKE EO,1
77908,8hz pdr,1
77907,f7 poping good now,1
77876,LT F-T MAX THETA - ?DROWSINESS,1
77883,TECH REMOVES HEADBOX FROM PT'S GRASP,1
77882,PT GRABBING ONTO HEAD BOX,1
77881,"EYES ARE OPEN,",1
77880,PT CONTINUES TO WATCH VIDEO ON PHONE,1
77879,EYES ARE OPEN HEAD SLIGHTLY LT,1
77878,HEAD MIDINE,1
77877,PT SEEMS TO BE DONE FEEDING,1
77875,LT F-T MAX THETA WHILE BREASTFEEDING - ?,1
77885,WILL ATTEMPT PASSIVE EC AGAIN,1
77873,"EYES ARE OPEN, HEAD LEFT",1
77872,PT MOVING TO FEED ON OTHER BREAST,1
77871,"PT IS RELATIVELY STILL, BEING BREASTFED",1
77868,MOM BREASTFEEDING PT,1
77867,PT IS UPSET - MOM ASKS IF SHE CAN BREAST,1
77866,WILL TRY PASSIVE EC LATER,1
77865,PT RESISTING PASSIVE EC,1
77884,"SORRY, PHOTIC CABLE MUST HAVE LOOSENED",1
77886,PT TURNS HEAD TO LOOK AT TECH AS TECH PR,1
77906,pushign el,1
77897,ASK PT WHAT HE SAID,1
77905,sph2 borderline,1
77904,talign to mum,1
77903,HEAD SL IGH TLY RT,1
77902,PT GASPS AND ALERTS,1
77901,PT SAID HE WAS DRIFTING OFF AND SUDDENLY,1
77899,"PT ALERTS AND SAYS ""WHOA""",1
77898,PT SAID HE WAS HALF-DREAMING ABOUT HIS D,1
77896,"PT SAYS ""JACK""",1
77887,TECH COUNTS OUT LOUD TO DISTRACT PT,1
77895,PT C/O COLD - TECH PLACES ANOTHER BLANKE,1
77894,HEAD THEN LEG TWITCH,1
77893,"HE SAID HE FELT ""WEIRD FOR A MINUTE""",1
77892,ASK PT WHAT'S GOING ON,1
77891,PT SAID WHOA,1
77890,"PT COMMENTS THAT HE FEELS ""WEIRD""",1
77888,PT STARTING TO RESIST PASSIVE EYE CLOSUR,1
77952,CLENCH FACE,1
77954,PT DAUGHTER ENTERS ROOM,1
78044,SMALL TREMORS OF BODY,1
77955,TECH SAYS COUPLE MORE MINUTES TO GO,1
78023,HEART RATE 89,1
78022,TINY TREMOR OF CHEST,1
78021,12:25 PM,1
78020,50 MCG PROPOFOL,1
78019,R>L TMEP,1
78018,gouing to alert pt,1
78017,VERY DROWSY EC HEAD MIDLINE EEG SENS 15,1
78015,WILL ALERT PT NOW SINCE SHE'S AWAKE,1
78014,"?FRAG,EMT",1
78013,R SIDE FRAG,1
78012,TINGLING IN HANDS,1
78011,FEELIGN IN HANDS,1
78010,FEELING GING TO HANDS,1
78009,PT SAYS FEELS LIKE SHE'S GOING TO FLY OF,1
78008,NCS - NO PUASE IN HV,1
78007,EYES WERE OPEN HERE,1
78006,TECH CLOSES DOOR,1
78024,PT HAS JERKING OF TRUNKA ND SHOULDERS MO,1
78025,SHAKING / TREMOR STILL,1
78026,HEART RATE UP TO 99,1
78036,TREMOR / SHAKING  HEAD SHOULDERS (MOSTLY,1
78043,SHOULDER TWITCHING,1
78042,TECH RAISES UP HEAD OF BED FOR PT,1
78041,OPENS EYES AND LIFTS HEAD,1
78040,CA;LL PT NAME,1
78039,DYS IV ,1
78038,ONLY MILD IN CHEST NOW,1
78037,PROPOFOL STARTED 40 MCG,1
78035,TECH TOUCHING RIGHT FOOT NO VISIBLE TREM,1
78027,"STILL SHAKING OF HEAD, SHOULDERS AND TRU",1
78034,BP 143/70,1
78033,HR 96,1
78032,SHAKING / TREMOR OF TRUNK SHOULDERS (MOS,1
78031,SHAKING/TRMOR STOPPED,1
78030,"STILL TREMOR OF TRUNK, LESS NOW",1
78029,TECH TOUCHING PT FEET,1
78028,MOSTLY RIGHT SHOULDER,1
78005,EYE MOVTS - LIDS OPENING W EYES ROLLED B,1
78004,OPENS EYES AND MOVES HEAD,1
78003,PT ASKING HOW LONG NOW,1
77964,asking pt to relax face and forehead,1
77974,"HEAD LIFTED, PT TOUCHING WIRES",1
77973,PEEKED THERE FOR A SECOND,1
77972,TALKIG,1
77971,WIL HELP P[T RLAEX,1
77970,PT SNIFFLING AND CRYING,1
77968,PT HAS TROUBLE KEEPING EYES CLOSED ACCOR,1
77967,LB SWEAT SWAY,1
77963,CONT SLOW WAVES LT HEMIS,1
77976,TECH GOING TO TUCK PT IN BLANKET,1
77962,SLIGHT RIGHT SHOULDER UP,1
77961,RIGHT SIDE PAINFUL STIM SAME AREA,1
77960,LEFT SHOULDER LIFTING UP SLIGHTLY TURNIN,1
77959,DR GIVING PAINFUL STIM PINCHING TO SIDE ,1
77958,PT CLENTCHING TEETH ,1
77957,VERYSLIGHT FOOT TWITCH,1
77956,"PAINFUL STIM,",1
77975,ALL DONE 5 MINUTES GODO EFFORT HV,1
77977,??FZ-F4 SHARP,1
78001,EYE LID TWITCHING,1
77989,ANSWERED WITH LAST NAME AND THEN MIDDLE ,1
77999,EYES SHUT NOT,1
77998,PT SAYS HE CAN'T HELP TWITCHING FROM SLE,1
77997,PT ASKS WHY 20 MINS,1
77995,HEAD ROCKING FROM SIDE TO SIDE,1
77994,PT SAYS FEELS LIKE SOMETHING LIFTING HIS,1
77991,SLIGHTLY OPEN,1
77990,HEAD MVMTY,1
77988,PT SLIGHTLY ALERTED,1
77979,O2 SPIKE? (BEST VIEWED ON HATBAND),1
77987,"NOISE, HEAD JERK",1
77986,"RUN OF O2, O1-O2 SPIKES??",1
77985,O2 SHARPS???,1
77984,O2 SHARP??,1
77983,SEMS 15 FOR NOW,1
77981,O2 SPIKE?  SOME ?SPIKES A FEW SECONDS LA,1
77980,O1-O2 SPIKE?,1
78216,"FP2, FZ",1
78217,LFF1 HFF70 SENS10 EKG SENS50,1
78218,GOING TO WAKE PAT UP,1
78474,FEELING IS GONE NOW,1
78450,SHARPS CONTINUE FOR A GOOD WHILE,1
78449,NO VISIBLE MOUTH MVT NOW??,1
78448,VERY VERY RAPID FACIAL TREMORS,1
78447,MUST WATCH VIDEO FOR START,1
78446,C3 ONSET NOW (VISIBLE ON AVG REF),1
78445,TWITCHES SEEM TO STOP HERE,1
78444,VISIBLE JAW TIWTCHES,1
78443,"MOUTH MVT VERY SUBTLE HERE, LT CENTRAL-T",1
78442,STILL MOUTH MVT VISIBLE,1
78441,?LT SHARPS,1
78440,TWITCHES VERY GRADUALLY GET SLOWER IN FR,1
78439,AGAIN LONGER DURATION JERKS,1
78438,MORE CLONIC MVTS,1
78437,BIG MVTS AGAIN,1
78436,MORE CLONIC UNDERLYING MVTS BECOMING VIS,1
78435,CLEARLY MOSTLY RIGHT SIDE CLENCHING INIT,1
78433,JAW STARTS TO CLENCH UP HERE,1
78451,SZ #4,1
78452,C3 ONSET,1
78453,ADJUSTS BODY POSITION,1
78464,LAST NAME  BACKWARDS?,1
78472,STARTING TO GO AWAY NOW,1
78471,SAYS LEFT HAND IS NUMB,1
78469,SLOWS DOWN A LITTLE BIT,1
78468,R F-C BETA,1
78467,BEGINNINGS OF BUILDUP,1
78466,R>L F-C BETA ,1
78465,C4 F4 THETA,1
78463,OHAPRIL,1
78454,JERKS END HERE,1
78462,mar 4 1994,1
78461,CLAPPNG,1
78460,FLEON,1
78459,RIGHT LEF ON,1
78458,FLEXION,1
78456,LEFT ARM PINCH,1
78455,"PT HAS BACK PAIN AND WANTS TO GET UP, WI",1
78432,ON AN AVG REF SZ ONSET AT C3 NOW,1
78431,SZ #2,1
78430,EKG CONTAM STILL,1
78401,"WILL KEEP EYES CLOSED, PT CONFUSED",1
78408,TECH ASKED PT TO KEEP MOUTH OPEN A BIT,1
78407,WILL LET PT RELAX NOW,1
78406,3 MINUTES GOOD EFFORT HV,1
78405,ASK PT TO KEEP JAW OPEN,1
78404,VERY QUICKLY DROWSY,1
78403,HE NOTES HE TOOK A SHUTTLE HERE,1
78402,EO SPONTANEOUSLY,1
78400,ASKTO PUT HANDS DOWN,1
78410,GEN SLOW MORE BI F T ,1
78399,L EOG OFF DUE TO STUFF FOR NOSE/ CHEEK I,1
78398,SWITCH EOG OFF,1
78397,60 HZ EKG AND EOG,1
78396,TECH TELLING PT TO TURN ONTO BACK,1
78395,ILGHT SON,1
78393,2009,1
78392,CALLI NG NAME ,1
78409,BILATERAL SLOW EARLIER,1
78411,"BILATE, THEN LT>RT",1
78429,MOUTH MVT SEEMS TO END HERE - ONGOING SH,1
78421,** RT> LT,1
78428,MOVING MOUTH STILL,1
78427,"EVEN WITH ONGOING JAW MVT, SUSPICIOUS FO",1
78426,BIG CHEWING MVTS STILL,1
78425,JERKS GRADUALLY GET LONGER IN DURATION W,1
78424,LOOKS LIKE JUST EMG ARTIFACT,1
78423,PT IS HAVING AN EPISODE,1
78422,ALERTING PT HRERE,1
78420,EMG++ THROUGHOUT,1
78412,LEFT RIGHT LEFT,1
78419,** RT,1
78418,** LEFT,1
78417,"MUSCLE ARTIFACT, THEN LT TEMP",1
78416,"BILAT, THEN LT>RT",1
78415,** LT,1
78414,BILATER,1
78413,RT > LT ,1
78473,JUST LEFT HAND,1
78475,R F BETA,1
78219,TAPPING ON DESK,1
78477,SPELL ABBOTSFORD BACKWARDS?,1
78540,tech tappin pt hand,1
78539,mom has meft room,1
78538,mom has moved next to bed and is holding,1
78537,UNRESPONSIVE EC HEAD MIDLINE EEG SENS 15,1
78536,PT TRIED PUTTING ARMS UNDER HEAD,1
78535,PT SAID HI,1
78533,BILATERAL ARM JERK,1
78532,bilateral arm jerk,1
78531,CONFUSED? EO HEAD MOVING EEG SENS 10,1
78530,MOUTH MOVTR,1
78529,moouth movts,1
78528,biting finger,1
78527,unresponsive eo head moving  eeg sens 7,1
78526,arifact,1
78525,WILL CHANGE MONTGE,1
78524,L TEMP MAX,1
78523,gen slow w lt f-t max,1
78541,still trying to alert,1
78542,have turned lights on,1
78543,SWAY ARTIFACT DURING HV,1
78554,TECH TELLS PT SHE CAN TAKE A NAP IF SO D,1
78562,eyes stilll closed,1
78561,PT TRYING TO KEEP EYES FROM CLOSING FROM,1
78560,DROWSY EEEG SENS 7,1
78559,PT'S EYES ARE OPEN WHILE TECH SETS UP LA,1
78558,WILL GET PT TO COUNT BACKWARDS SLOWLY W ,1
78557,GEND FRONTAL MAX 3-4HZ S+W,1
78555,R>L F-T (FRONTOTEMPORAL SLOW),1
78553,2 MINS POST-HV -- END OF POST-HV,1
78544,"AUX 1 = SYS REF (PLACE BETWEEN FZ, CZ, F",1
78552,?DYSRHYTHMIA OR FRAGMENT,1
78551,PROTRUDES LIPS AS IF WHISTLING,1
78550,MOUTH MOVT (AS IF SHE HAS AN ITCHY NOSE),1
78549,GEND FRONTAL MAX ~3 HZ S+W,1
78548,Artifact in EOG channels,1
78546,EXPLAINING TO PT THAT TALKING ADDS ARTIF,1
78545,AWAKE EC HEAD MIDLINE EEG SENS 7  HFF 70,1
78522,pt jerks,1
78521,PPF 60 NOW,1
78520,APPEARS TO BE ANOTHER SZ?,1
78487,SWEAT SWAY IN POSTERIOR HEAD,1
78497,T3-P3 THEN T3 SPIKE,1
78496,T4 AND T3,1
78494,T4-T6?,1
78493,R F-T SLOW AND T4,1
78492,RT F-T SLOW THEN T4 SPIKE,1
78491,T4 SHARP? THETA?,1
78489,TALK TO PT ABOUT JAW,1
78486,HEAD MOVT ARTIFACT DUE TO GREAT EFFORT I,1
78499,C3?  THEN T4,1
78485,ASK PT WHY HE'S MOVING EYES SO MUCH - PT,1
78484,ASK PT IF OK - PT NODS YES,1
78483,WILL PRESS ON T4\,1
78482,"TELL PT HE CAN REST WITH EYES CLOSED, AL",1
78481,BETTER EFOFRT,1
78480,60 HZ IN RIGHT SPH,1
78479,OCCIPITAL RHYTHM SEEN HERE??,1
78498,T3 AND T4,1
78500,"F7-T3, THEN ?C3",1
78519,START OF MORE INTERMIXED POLYSPIKES - SZ,1
78511,NOISE ALERTS PT OPENS EYES,1
78518,COMA VENT,1
78517,tech asked Pt to move chin towards chest,1
78516,hff=70Hz,1
78515,HFF=30hz,1
78514,tech trying to get Pt to relax,1
78513,HFF=70hz,1
78512,ASKING pT TO OPEN MOUTH AND LET JAW HANG,1
78510,PT OPENS EYES AND MOVTS,1
78501,CZ-C4,1
78509,PT OPENS EYES AND  MOVES HEAD,1
78508,PT OPENS EYES AND MOVTS OF HEAD,1
78507,TECH STUCK GAUZE BACK ON ELECTRODE,1
78506,DAUGHTER AT BEDSIDE ,1
78505,BLOOD PRESSURE ALARM,1
78504,F7 SHARP??,1
78502,PT OPENS EYES TO BP ALARM,1
78391,RIGHT THEN GEN,1
78390,MOVED PT HEAD SLIGHT TO LEFT,1
78389,T6 PRESED ,1
78388,TECH PRESS T6,1
78281,VIDEO BACK ON PT,1
78280,PT HEAD LEFT LOOKING AT COMPUTER,1
78278,LEFT FACE TWITCH,1
78277,EYS STILL MOSTLY CLOSED,1
78276,EYES OPEN AND TO THE RIGHT,1
78275,TWITCHING OF LEFT FACE,1
78274,LEFT CHEEK TWITCHING,1
78273,BLINKING STILL,1
78272,RIGHT HAND UP IN THE AIR,1
78271,HEAD RIGHT ON NECK ROLL,1
78270,8HZ.? NOTCHY,1
78269,ANSWERS FULL NAME,1
78268,RND HERE,1
78267,EXPLAIN HV? ATTEMPT?,1
78266,TODL TO CLOSED EYES LOTS,1
78265,EYS MOSTLY OPEN,1
78264,NO REPSONSE TO TECH,1
78282,PT MOVING AND SCREAMING,1
78283,PT VERY SWEATING FROM SCREAMING AND MOVI,1
78284,TECH REMOVES EOG TO TRY TO CALM PT,1
78294,BI POST TEMP L>R,1
78301,TEECH TALKING,1
78300,LCP,1
78299,PT PHONE BUZZES INPOCKET,1
78298,LFF=1 HFF=70 SENS 10,1
78297,LFF=1 HFF=70 SENS =10,1
78296,TECH COVER PT W/ BLANKET,1
78295,RIGHT PARIETAL-TEMPORAL,1
78293,PARIETAL TEMPORAL,1
78285,T5 O1 CANCELLATION,1
78292,PT RESTIN EC,1
78291,DYS 1 L F T,1
78290,STILL PRESSING,1
78289,GIVEN BLANKET,1
78288,ASK IF COLD,1
78287,LTEMP SUSPICIOUS,1
78286,LT SHARPLY CONTOURED?,1
78263,TECH ENCOURAGING EYES CLOSED,1
78262,TECH HOLDING PT ,1
78261,MVIING LIFTING HEAD,1
78229,CONTINUES MORE CONSISTENTLY THIS TIME,1
78236,WEYE MVT,1
78235,EYEMVT,1
78234,NO HV DUE TO HX,1
78233,LT SLOW PERSISTS WITH EO,1
78232,LT POLYMORPHIC SLOWING,1
78231,?RMTD IN POST HV?,1
78230,INTERMITTENTLY AWAKE - DROWSY,1
78228,MISUNDERSTOOD ENCOURAGE-SPONTANEOUSLY OP,1
78238,PT HEAD WRAPPED IN GAUZE BECAUSE OF PT H,1
78227,GOOD DEEP BREATHS,1
78226,EXPLAIING HV,1
78225,TECHASKS CAN YOU TELL ME WHERE YOU ARE,1
78223,NODDED ,1
78222,WOKE UP LIFTED HEAD UP,1
78221,CALLING BUT CONTINUES TO SLEEP,1
78220,KNOCIKING ON DESK,1
78237,MUSCLE IN OCCIPITALS,1
78239,ALTERED LEVEL OF CONSCIOUSNESS,1
78260,DECRASED LVL OF CONSCIOUSNESS,1
78252,TECH MOVING EKG OFF CHEST TO SHOULDERS,1
78259,YES CLOSED,1
78258,PT MOVING HEAD EYES OPEN,1
78257,TOUCHING TUBES,1
78256,MOVING HEAD EYES OPEN,1
78255,PT CHEWING ON TUBES,1
78254,EKG ON SHOULDERS NOW,1
78253,PT MOVING HEAD AND CLENCHING JAW,1
78249,EMG ARTIFACT IN EKG,1
78240,CONTINUOUS MOUTH MVT,1
78248,NOTCH ON EKG ,1
78247,PT MORE RELAXED HERE,1
78245,ELECTRODE IS GOOD NOW,1
78244,AND R SPHEN,1
78243,PRESSING T6 AGAIN,1
78242,PT MOMENTARI9LY RELAXED,1
78241,CIONTINUOUS HEAD AND MOUTGH MVT,1
78302,FREQ ARTIFACT FROM RESP MVT,1
78303,WILL ADJUST NECK ROLL ON L,1
78304,TECH MOVING WIRES TO BETTER ANGLE?,1
78358,SVREAMING FIGHTING,1
78366,XCREAMING,1
78364,GOING TO TRY GIVING GOLDFISH,1
78363,SPIKE C4 AND C3,1
78362,SPIKES C4 AND C3,1
78361,TRY TO CALMPT,1
78360,ISSUES WITH VIDEO,1
78359,ONGOING FIGHTING,1
78357,LEFT AND RIGHT VENTRAL,1
78368,LEFT AND RIGHT CENTRAL SPIKE,1
78356,central spikes,1
78355,TRY TO QUIET PT,1
78354,3 PEOPLE HOLDING HIM DOWN,1
78353,RIGHT CENTRAL SPIKES,1
78352,LIMITED RECORDIN,1
78351,teetth artifact,1
78350,ASK PT NOT TO SCRATCH HEAD - PT APOLOGIZ,1
78367,MOVING HEADPHONE,1
78369,TRYING TO KEEP PT HAPPY,1
78348,pt has been diagnosed with cardiac arryt,1
78379,PT COUNTING SLOWLY BUT CORRECT,1
78387,3 MIN GOOD EFFORT HV,1
78386,HGOOD EFFORT,1
78384,60 HZ IN O2,1
78383,JUNE 21 2010,1
78382,ADJUSTING PILLOW UNDER KNEES,1
78381,PHTIC NOT WORKING,1
78380,PT STOIPPED AT 14,1
78378,SEPT 8 2018,1
78370,RIGTH CENTRAL,1
78377,END OF RECORDING,1
78376,HORRIBLE RECORDING,1
78375,3XPEOPLE HOLDING PT DOWN,1
78374,DIFFICULT RECORDING,1
78373,FIGHINTG,1
78372,3 ADULTS HOLDING PT DOWN,1
78371,RIGHTCENTRAL,1
78349,PT SAYS SHE DOESN'T LIKE FLASHING LIGHTS,1
78347,HOSPITAL\,1
78305,STILL RESP ARTIFACT ONGOING,1
78315,HFF 30 SINCE EMG ISN'T GOING AWAY,1
78324,LT CENTRAL THEN RT CENTRAL SLOW,1
78323,RT-SIDED V WAVE?,1
78321,STILL TENSE...,1
78320,NOD?,1
78319,ASK IF COMFORTBALE,1
78318,SLIGHT IMPROVEMENT BUT STILL PRETTY BAD,1
78317,HFF 30 STILL FOR TENSION,1
78314,NOT ABLE TO,1
78326,set up photic soon,1
78313,"SOME IMPROVEMENT, NOT PERFECT",1
78312,Wicket,1
78310,ADJUSTING NECK,1
78309,BULD UP QUICKLY FADES,1
78308,LOTS OF RESP MVT ARTOFACT,1
78307,"LOOKS SHARPLY CONT, BUT PT TENSE",1
78306,TECH MOVING WIRES AGAIN,1
78325,"PT SAYS SHE'S ""DOZING OFF""",1
78327,RT POST THETA,1
78346,END OF JULY,1
78338,mom on bed touching pt,1
78345,JAN 18 33,1
78344,hv not done because pt upset,1
78343,will turn light on to alert pt,1
78342,mom going to wake up pt,1
78341,mom mve on bed,1
78340,sems 15,1
78339,movinig head,1
78337,moving continuously,1
78329,SPIKELET?,1
78336,crying and moving,1
78335,GEN S-W > LT,1
78334,S-W ,1
78333,S / W ,1
78332,SPIKELET AND WAVE,1
78331,BIFRONTAL SPIKELET AND WAVE ,1
78330,ANTERIOR SPIKELETS,1
79265,LOTS OF GEN SLOW BURSTS - TOO FREQ TO BO,1
79266,ALSO FREQ RT F-T SLOW,1
79267,VERY TENSE WITH EYES OPEN,1
80208,HEAD MOVT AND E/O,1
80184,awake ec head midine,1
80183,Lt slowing,1
80181,TURN OF LIGHTS AND CONFIRM PT COMFORT,1
80180,PT HAS A QUESTION,1
80179,Can not rememeber Blue DOG,1
80178,SZ ENDING,1
80177,tech calls pt naem unresponsive,1
80176,pt eyes wide open,1
80175,pt parent has called name,1
80174,static artifact,1
80173,tell pt to relax,1
80172,PT KICKING OFF SHOES,1
80171,AFIB STILL ONGOING,1
80170,ENC FACE RELAX,1
80169,SLOW COUNTING BUT CORRECT,1
80168,COUNITNG TO TEN,1
80167,TECHFIXING A2,1
80185,arm movts,1
80186,raised head of bed to ease breathing,1
80188,LABOURED BREATHIHNG,1
80199,WILL ADJUST NECK ROLL AGAIN,1
80206,LEFT ARM RAISED,1
80205,MOUTH MOVT AND LEG MOVT,1
80204,WILL RAISE HEAD OF BED FURTHER,1
80203,BED AT 45 DEGREES,1
80202,STILL HAVING TROUBLE BREATHING,1
80201,BOTH ARMS RAISED,1
80200,TECH IS ADJUSTING PT'S NECK ROLL,1
80198,L>R POSTERIOR THETA,1
80189,CONSTANT FOOT MOVTS,1
80197,DIDN'T OPEN UNTIL NOW,1
80196,EYES WERE CLOSED,1
80195,MOVED NECK ROLL AWAY FROM LEADS,1
80194,ARM AND LEG MOVTS,1
80192,GET PT TO KEEP STILL IF HE CAN,1
80191,RIGHT ARM RAISED,1
80190,LT ARM RAISED,1
80164,TECH CLAPPING LOUDLY ENCOURAGEING PT TO ,1
80163,LOUD CLAPPING TO KEP PT AWAKE,1
80162,PT CLOSING HER EYES,1
80132,CORRECTION: SLIGHTLY LT,1
80140,BI-F-T SLOW - ?DUE TO DROWSINESS,1
80139,"GRIMACE ,NO WITHDRAWAL",1
80138,UNRSPONSIVE EC HEAD SLIGHTLY LT EEG SNS ,1
80136,NURSE WOKRING ON IV,1
80135,NURSE ADJUSTING IV TUBES,1
80134,NURSE WORKING ON IV FLUIDS,1
80133,URESPONSIVE EC HEAD SLIGHTLY LT EEG SENS,1
80131,HEAD IS SLIGHTLY RT AND NOT MIDLINE,1
80142,GOOD EEFFORT,1
80130,PRESSED ON RT SPH ELECTRODE,1
80129,UNRESPONSIVE EC HEAD IDLINE EEG SENS 7,1
80127,movement],1
80126,Pt is a bit confused,1
80125,doesnt seem to understand,1
80124,TECH TOU HING BED,1
80123,FOREHEAD WRINGLED fp2 MUSCLE,1
80141,HEAD MOVT AND MUSCLE WITH INHALATION,1
80143,PT SAYS SHE FEELS WEIRD LIKE PASSING OUT,1
80161,RT sss??,1
80153,MUSCLE ARTIFACT COMING BACK,1
80160,WILL LEAVE PT ALONE --- HOPEFULLY HE WIL,1
80159,PT CLOSES MOUTH AGAIN,1
80158,TECH ASKED PT TO OPEN MOUTH,1
80157,WILL TRY TO GET PT TO RELAX JAW AGAIN,1
80156,PT CLOSES EYES AS TECH REQUESTS,1
80155,PT DOESN'T UNDERSTAND TECH'S GESTURING,1
80154,WILL CALL TO PT,1
